Device_Type,Brand,Model,Age_Years,Condition_Label,Condition_Score,Screen_Damage,Body_Damage,Battery_Health,Original_Price,Depreciation_Rate,Current_Market_Price,Resale_Price,Exchange_Price,Repair_Cost,Refurbished_Price,Demand_Score,Best_Action,Profit_if_Repaired,OLX_Resale_Price,Cashify_Exchange_Price,Price_Variation_%
Mobile,Google,Pixel 7,5,Good,93,No,No,57,60000,0.24,15213,14148,10873,0,17685,50,Repair,3537,14519,9670,2.62
Mobile,Google,Pixel 7,3,Good,92,No,No,61,60000,0.22,28473,26195,22367,0,32743,71,Repair,6548,26909,20991,2.73
Mobile,Google,Pixel 7,1,Good,90,No,No,61,60000,0.22,46800,42120,32899,0,52650,73,Repair,10530,45239,34319,7.41
Mobile,Google,Pixel 7,1,Good,90,No,No,44,60000,0.1,54000,48600,39638,0,60750,92,Repair,12150,44371,38366,-8.7
Mobile,Google,Pixel 7,1,Good,90,No,No,61,60000,0.27,43800,39420,30782,0,49275,74,Repair,9855,41863,30673,6.2
Mobile,Google,Pixel 7,2,Good,90,No,No,91,60000,0.17,41334,37200,31841,0,46500,62,Repair,9300,35901,27653,-3.49
Mobile,Google,Pixel 7,1,Good,89,No,No,49,60000,0.29,42600,37914,32780,0,47392,52,Repair,9478,34429,33184,-9.19
Mobile,Google,Pixel 7,3,Good,88,No,No,59,60000,0.16,35562,31294,22101,0,39117,67,Repair,7823,31170,19291,-0.4
Mobile,Google,Pixel 7,2,Good,88,No,No,60,60000,0.13,45414,39964,30280,0,49955,57,Repair,9991,43739,26267,9.45
Mobile,Google,Pixel 7,3,Good,87,No,No,41,60000,0.26,24313,21152,15765,0,26440,53,Repair,5288,21870,14838,3.39
Mobile,Google,Pixel 7,6,Good,86,No,No,47,60000,0.13,26017,22374,19571,0,27967,41,Repair,5593,22313,18636,-0.27
Mobile,Google,Pixel 7,3,Good,83,No,No,41,60000,0.13,39510,32793,23564,0,40991,66,Repair,8198,31891,21217,-2.75
Mobile,Google,Pixel 7,6,Good,81,No,No,48,60000,0.25,10678,8649,6088,0,10811,71,Resell,2162,8056,6166,-6.86
Mobile,Google,Pixel 7,1,Good,81,No,No,53,60000,0.18,49200,39852,32270,0,49815,81,Repair,9963,42091,31863,5.62
Mobile,Google,Pixel 7,4,Good,80,No,No,86,60000,0.28,16124,12899,9652,0,16123,86,Repair,3224,12217,8751,-5.29
Mobile,Google,Pixel 7,1,Good,80,No,No,94,60000,0.2,48000,38400,29829,0,48000,76,Repair,9600,37454,28721,-2.46
Mobile,Google,Pixel 7,1,Good,80,No,No,98,60000,0.23,46200,36960,31286,0,46200,41,Repair,9240,35971,29048,-2.68
Mobile,Google,Pixel 7,6,Good,78,No,No,75,60000,0.22,13511,10538,8645,0,13172,86,Resell,2634,11164,8939,5.94
Mobile,Google,Pixel 7,2,Average,75,No,No,74,60000,0.13,45414,34060,27963,0,42575,56,Repair,8515,36870,27926,8.25
Mobile,Google,Pixel 7,6,Average,72,No,No,73,60000,0.25,10678,7688,6212,0,9610,73,Resell,1922,8091,6340,5.24
Mobile,Google,Pixel 7,4,Average,72,No,No,52,60000,0.22,22209,15990,11617,0,19987,48,Repair,3997,16507,11370,3.23
Mobile,Google,Pixel 7,5,Average,72,No,No,40,60000,0.18,22244,16015,12668,0,20018,80,Repair,4003,17567,13078,9.69
Mobile,Google,Pixel 7,6,Average,71,No,No,43,60000,0.21,14585,10355,8091,0,12943,55,Resell,2588,11305,8241,9.17
Mobile,Google,Pixel 7,2,Average,71,No,No,56,60000,0.24,34656,24605,20247,0,30756,64,Repair,6151,25245,20231,2.6
Mobile,Google,Pixel 7,1,Average,69,No,No,94,60000,0.12,52800,36432,25507,0,45540,85,Repair,9108,34777,22393,-4.54
Mobile,Google,Pixel 7,5,Average,69,No,No,73,60000,0.14,28225,19475,14936,0,24343,68,Repair,4868,18967,13103,-2.61
Mobile,Google,Pixel 7,6,Average,68,No,No,52,60000,0.11,29818,20276,16904,0,25345,78,Repair,5069,19810,15337,-2.3
Mobile,Google,Pixel 7,6,Average,68,No,No,62,60000,0.12,27864,18947,14300,0,23683,55,Repair,4736,17280,13269,-8.8
Mobile,Google,Pixel 7,1,Average,65,No,No,79,60000,0.27,43800,28470,21345,0,35587,87,Repair,7117,26207,21370,-7.95
Mobile,Google,Pixel 7,2,Average,64,No,Yes,93,60000,0.25,33750,21600,17558,2823,27000,61,Resell,2577,22120,16145,2.41
Mobile,Google,Pixel 7,2,Average,63,No,Yes,96,60000,0.23,35574,22411,18228,2432,28013,62,Repair,3170,22559,18262,0.66
Mobile,Google,Pixel 7,5,Average,63,No,Yes,53,60000,0.3,10084,6352,5332,2260,7940,57,Resell,-672,6226,4649,-1.98
Mobile,Google,Pixel 7,6,Average,62,No,Yes,83,60000,0.28,8358,5181,3939,2400,6476,59,Resell,-1105,5575,3427,7.6
Mobile,Google,Pixel 7,1,Average,61,No,Yes,70,60000,0.22,46800,28548,23122,3036,35685,93,Repair,4101,27004,23997,-5.41
Mobile,Google,Pixel 7,1,Average,60,No,Yes,61,60000,0.27,43800,26280,19429,1602,32850,85,Repair,4968,26341,17621,0.23
Mobile,Google,Pixel 7,4,Average,60,No,Yes,88,60000,0.25,18984,11390,8931,3297,14237,58,Resell,-450,12308,8619,8.06
Mobile,Google,Pixel 7,4,Average,59,Yes,Yes,89,60000,0.18,27127,16004,12509,4277,20005,78,Resell,-276,17465,12965,9.13
Mobile,Google,Pixel 7,6,Average,59,Yes,Yes,50,60000,0.23,12505,7377,6420,8673,9221,46,Resell,-6829,6790,6077,-7.96
Mobile,Google,Pixel 7,3,Average,58,Yes,Yes,79,60000,0.25,25312,14680,10396,4340,18350,88,Resell,-670,15666,9829,6.72
Mobile,Google,Pixel 7,1,Average,57,Yes,Yes,76,60000,0.22,46800,26675,18700,6460,33343,67,Resell,208,26094,18551,-2.18
Mobile,Google,Pixel 7,6,Average,57,Yes,Yes,97,60000,0.24,11561,6589,4878,5005,8236,66,Resell,-3358,6209,4514,-5.77
Mobile,Google,Pixel 7,4,Poor,55,Yes,Yes,98,60000,0.2,24576,13516,10262,5029,16895,46,Resell,-1650,14166,10563,4.81
Mobile,Google,Pixel 7,6,Poor,55,Yes,Yes,44,60000,0.21,14585,8021,7092,8980,10026,93,Resell,-6975,7585,7356,-5.44
Mobile,Google,Pixel 7,4,Poor,54,Yes,Yes,59,60000,0.24,20017,10809,7975,5976,13511,69,Resell,-3274,11584,7991,7.17
Mobile,Google,Pixel 7,4,Poor,53,Yes,Yes,95,60000,0.13,34373,18217,15295,7490,22771,89,Resell,-2936,19675,15688,8.0
Mobile,Google,Pixel 7,6,Poor,52,Yes,Yes,44,60000,0.15,22628,11766,8513,8478,14707,83,Resell,-5537,12026,8619,2.21
Mobile,Google,Pixel 7,6,Poor,51,Yes,Yes,85,60000,0.26,9852,5024,4433,8632,6280,80,Resell,-7376,4620,4532,-8.04
Mobile,Google,Pixel 7,3,Poor,49,Yes,Yes,49,60000,0.12,40888,20035,14819,5525,25043,62,Resell,-517,21969,14131,9.65
Mobile,Google,Pixel 7,3,Poor,48,Yes,Yes,67,60000,0.25,25312,12149,10710,6166,15186,94,Resell,-3129,11455,11243,-5.71
Mobile,Google,Pixel 7,4,Poor,48,Yes,Yes,100,60000,0.25,18984,9112,6865,4437,11390,51,Resell,-2159,8383,6582,-8.0
Mobile,Google,Pixel 7,3,Poor,47,Yes,Yes,72,60000,0.29,21474,10092,8837,3752,12615,74,Resell,-1229,10482,7746,3.86
Mobile,Google,Pixel 7,3,Poor,46,Yes,Yes,79,60000,0.18,33082,15217,13394,4837,19021,93,Resell,-1033,16146,11832,6.11
Mobile,Google,Pixel 7,6,Poor,46,Yes,Yes,90,60000,0.28,8358,3844,3376,4913,4805,44,Resell,-3952,4103,3280,6.74
Mobile,Google,Pixel 7,5,Poor,45,Yes,Yes,48,60000,0.13,29905,13457,11711,6881,16821,46,Resell,-3517,12159,10660,-9.65
Mobile,Google,Pixel 7,5,Poor,42,Yes,Yes,78,60000,0.29,10825,4546,3370,6672,5682,64,Resell,-5536,4496,3460,-1.1
Mobile,Google,Pixel 7,1,Poor,42,Yes,Yes,58,60000,0.22,46800,19656,16135,5125,24570,53,Resell,-211,18799,15657,-4.36
Mobile,Google,Pixel 7,6,Poor,41,Yes,Yes,54,60000,0.25,10678,4377,3746,6365,5471,60,Resell,-5271,4533,3552,3.56
Mobile,Google,Pixel 7,5,Poor,40,Yes,Yes,47,60000,0.12,31663,12665,10649,5651,15831,43,Resell,-2485,12761,10076,0.76
Mobile,Google,Pixel 7,2,Poor,40,Yes,Yes,91,60000,0.17,41334,16533,14336,5260,20666,75,Resell,-1127,17327,14406,4.8
Mobile,Google,Pixel 7,2,Poor,39,Yes,Yes,62,60000,0.28,31104,12130,10682,7922,15162,45,Resell,-4890,11116,10668,-8.36
Mobile,Google,Pixel 7,1,Poor,38,Yes,Yes,63,60000,0.14,51600,19608,14771,5362,24510,55,Resell,-460,18569,13458,-5.3
Mobile,Google,Pixel 7,2,Poor,37,Yes,Yes,83,60000,0.22,36504,13506,10202,7148,16882,72,Resell,-3772,13615,9162,0.81
Mobile,Google,Pixel 7,1,Poor,36,Yes,Yes,48,60000,0.17,49800,17928,13914,6561,22410,66,Resell,-2079,19176,11968,6.96
Mobile,Google,Pixel 7,1,Poor,36,Yes,Yes,86,60000,0.14,51600,18576,14733,7863,23220,62,Resell,-3219,19556,13977,5.28
Mobile,Google,Pixel 7,1,Poor,31,Yes,Yes,71,60000,0.13,52200,16182,12715,8196,20227,70,Resell,-4151,15262,11864,-5.69
Mobile,Google,Pixel 7,1,Poor,31,Yes,Yes,57,60000,0.19,48600,15066,12762,5859,18832,53,Resell,-2093,13724,11225,-8.91
Mobile,Realme,Narzo 60,6,Good,95,No,No,84,18000,0.21,4375,4156,3148,0,5195,88,Resell,1039,4567,2723,9.89
Mobile,Realme,Narzo 60,1,Good,95,No,No,82,18000,0.21,14220,13509,10282,0,16886,54,Repair,3377,14326,8920,6.05
Mobile,Realme,Narzo 60,5,Good,95,No,No,98,18000,0.18,6673,6339,5152,0,7923,42,Resell,1584,6383,4826,0.69
Mobile,Realme,Narzo 60,2,Good,94,No,No,51,18000,0.17,12400,11656,9889,0,14570,94,Resell,2914,10601,8860,-9.05
Mobile,Realme,Narzo 60,5,Good,94,No,No,90,18000,0.16,7527,7075,4981,0,8843,89,Resell,1768,7307,4438,3.28
Mobile,Realme,Narzo 60,2,Good,94,No,No,61,18000,0.24,10396,9772,8073,0,12215,75,Resell,2443,9607,8282,-1.69
Mobile,Realme,Narzo 60,4,Good,92,No,No,96,18000,0.15,9396,8644,6794,0,10805,89,Resell,2161,8998,6027,4.1
Mobile,Realme,Narzo 60,2,Good,92,No,No,49,18000,0.21,11233,10334,7282,0,12917,62,Resell,2583,10071,7298,-2.54
Mobile,Realme,Narzo 60,5,Good,91,No,No,100,18000,0.28,3482,3168,2325,0,3960,56,Resell,792,2895,2370,-8.62
Mobile,Realme,Narzo 60,3,Good,91,No,No,90,18000,0.1,13122,11941,8660,0,14926,68,Resell,2985,12758,8182,6.84
Mobile,Realme,Narzo 60,6,Good,91,No,No,76,18000,0.23,3751,3413,2981,0,4266,91,Resell,853,3566,2982,4.48
Mobile,Realme,Narzo 60,4,Good,90,No,No,71,18000,0.21,7011,6309,4706,0,7886,49,Resell,1577,6830,4905,8.26
Mobile,Realme,Narzo 60,5,Good,90,No,No,45,18000,0.16,7527,6774,5218,0,8467,87,Resell,1693,6739,5078,-0.52
Mobile,Realme,Narzo 60,2,Good,89,No,No,90,18000,0.15,13004,11573,8207,0,14466,40,Resell,2893,12675,7849,9.52
Mobile,Realme,Narzo 60,2,Good,88,No,No,67,18000,0.19,11809,10391,7941,0,12988,68,Resell,2597,10122,6872,-2.59
Mobile,Realme,Narzo 60,1,Good,85,No,No,98,18000,0.29,12780,10863,8649,0,13578,73,Resell,2715,11550,8973,6.32
Mobile,Realme,Narzo 60,4,Good,84,No,No,48,18000,0.22,6662,5596,4149,0,6995,79,Resell,1399,5209,4276,-6.92
Mobile,Realme,Narzo 60,6,Good,79,No,No,53,18000,0.23,3751,2963,2497,0,3703,70,Resell,740,2697,2201,-8.98
Mobile,Realme,Narzo 60,1,Good,78,No,No,69,18000,0.19,14580,11372,9255,0,14215,43,Resell,2843,12415,8855,9.17
Mobile,Realme,Narzo 60,2,Good,78,No,No,78,18000,0.22,10951,8541,6761,0,10676,69,Resell,2135,9187,6264,7.56
Mobile,Realme,Narzo 60,3,Good,77,No,No,50,18000,0.27,7002,5391,4713,0,6738,47,Resell,1347,5887,4746,9.2
Mobile,Realme,Narzo 60,5,Good,77,No,No,74,18000,0.13,8971,6907,5800,0,8633,50,Resell,1726,6421,5062,-7.04
Mobile,Realme,Narzo 60,6,Good,76,No,No,70,18000,0.14,7282,5534,4366,0,6917,73,Resell,1383,5032,4105,-9.07
Mobile,Realme,Narzo 60,5,Average,75,No,No,64,18000,0.11,10051,7538,5322,0,9422,69,Resell,1884,7315,5479,-2.96
Mobile,Realme,Narzo 60,5,Average,74,No,No,86,18000,0.28,3482,2576,2192,0,3220,67,Resell,644,2413,1870,-6.33
Mobile,Realme,Narzo 60,3,Average,74,No,No,79,18000,0.24,7901,5846,5220,0,7307,94,Resell,1461,5338,4901,-8.69
Mobile,Realme,Narzo 60,6,Average,73,No,No,98,18000,0.16,6323,4615,4009,0,5768,75,Resell,1153,4819,3511,4.42
Mobile,Realme,Narzo 60,2,Average,72,No,No,73,18000,0.3,8819,6349,5388,0,7936,41,Resell,1587,6872,5142,8.24
Mobile,Realme,Narzo 60,5,Average,72,No,No,94,18000,0.14,8467,6096,5469,0,7620,40,Resell,1524,5620,4759,-7.81
Mobile,Realme,Narzo 60,6,Average,71,No,No,68,18000,0.19,5083,3608,2845,0,4510,81,Resell,902,3732,2578,3.44
Mobile,Realme,Narzo 60,3,Average,69,No,No,51,18000,0.29,6442,4444,3786,0,5555,95,Resell,1111,4827,3286,8.62
Mobile,Realme,Narzo 60,1,Average,69,No,No,74,18000,0.2,14400,9936,7674,0,12420,43,Resell,2484,9566,7153,-3.72
Mobile,Realme,Narzo 60,6,Average,69,No,No,44,18000,0.28,2507,1729,1226,0,2161,50,Resell,432,1688,1220,-2.37
Mobile,Realme,Narzo 60,3,Average,68,No,No,70,18000,0.19,9565,6504,5231,0,8130,58,Resell,1626,5862,4709,-9.87
Mobile,Realme,Narzo 60,6,Average,67,No,No,72,18000,0.23,3751,2513,1776,0,3141,78,Resell,628,2516,1646,0.12
Mobile,Realme,Narzo 60,5,Average,65,No,No,85,18000,0.13,8971,5831,4248,0,7288,92,Resell,1457,6232,3752,6.88
Mobile,Realme,Narzo 60,6,Average,65,No,No,89,18000,0.3,2117,1376,1122,0,1720,56,Resell,344,1286,1084,-6.54
Mobile,Realme,Narzo 60,1,Average,64,No,Yes,60,18000,0.22,14040,8985,7600,3732,11231,65,Resell,-1486,8934,7101,-0.57
Mobile,Realme,Narzo 60,1,Average,63,No,Yes,74,18000,0.21,14220,8958,6598,1924,11197,58,Resell,315,9182,5854,2.5
Mobile,Realme,Narzo 60,3,Average,63,No,Yes,85,18000,0.18,9924,6252,5110,2576,7815,41,Resell,-1013,5797,4533,-7.28
Mobile,Realme,Narzo 60,5,Average,63,No,Yes,57,18000,0.15,7986,5031,4167,1777,6288,88,Resell,-520,5413,4264,7.59
Mobile,Realme,Narzo 60,2,Average,62,No,Yes,83,18000,0.22,10951,6789,5662,2961,8486,56,Resell,-1264,6862,5838,1.08
Mobile,Realme,Narzo 60,1,Average,62,No,Yes,58,18000,0.12,15840,9820,7197,2980,12275,80,Resell,-525,10273,6546,4.61
Mobile,Realme,Narzo 60,4,Average,62,No,Yes,98,18000,0.23,6327,3922,3332,3512,4902,92,Resell,-2532,4241,3124,8.13
Mobile,Realme,Narzo 60,4,Average,60,No,Yes,64,18000,0.25,5695,3417,2928,2400,4271,47,Resell,-1546,3748,2575,9.69
Mobile,Realme,Narzo 60,5,Average,59,Yes,Yes,83,18000,0.21,5538,3267,2850,8591,4083,93,Resell,-7775,3314,2635,1.44
Mobile,Realme,Narzo 60,6,Average,59,Yes,Yes,92,18000,0.17,5884,3471,2549,8496,4338,51,Resell,-7629,3389,2560,-2.36
Mobile,Realme,Narzo 60,5,Average,59,Yes,Yes,41,18000,0.28,3482,2054,1472,9020,2567,54,Resell,-8507,2142,1518,4.28
Mobile,Realme,Narzo 60,2,Average,59,Yes,Yes,43,18000,0.18,12103,7140,5039,8083,8925,43,Resell,-6298,6598,5122,-7.59
Mobile,Realme,Narzo 60,4,Average,58,Yes,Yes,79,18000,0.17,8542,4954,3634,6071,6192,87,Resell,-4833,4725,3455,-4.62
Mobile,Realme,Narzo 60,6,Poor,55,Yes,Yes,90,18000,0.1,9565,5260,3800,9293,6575,64,Resell,-7978,5769,3832,9.68
Mobile,Realme,Narzo 60,3,Poor,54,Yes,Yes,68,18000,0.27,7002,3781,2927,6935,4726,81,Resell,-5990,4076,2708,7.8
Mobile,Realme,Narzo 60,2,Poor,54,Yes,Yes,47,18000,0.27,9592,5179,3869,6812,6473,82,Resell,-5518,5488,3630,5.97
Mobile,Realme,Narzo 60,5,Poor,53,Yes,Yes,62,18000,0.21,5538,2935,2185,4140,3668,75,Resell,-3407,2962,2188,0.92
Mobile,Realme,Narzo 60,3,Poor,52,Yes,Yes,88,18000,0.11,12689,6598,4866,3798,8247,70,Resell,-2149,6214,5037,-5.82
Mobile,Realme,Narzo 60,3,Poor,51,Yes,Yes,48,18000,0.1,13122,6692,5505,8530,8365,44,Resell,-6857,6369,5505,-4.83
Mobile,Realme,Narzo 60,2,Poor,50,Yes,Yes,68,18000,0.16,12700,6350,4664,7636,7937,67,Resell,-6049,6490,4845,2.2
Mobile,Realme,Narzo 60,5,Poor,49,Yes,Yes,100,18000,0.18,6673,3269,2701,6734,4086,83,Resell,-5917,3224,2655,-1.38
Mobile,Realme,Narzo 60,1,Poor,49,Yes,Yes,98,18000,0.24,13680,6703,5011,9885,8378,82,Resell,-8210,6057,5242,-9.64
Mobile,Realme,Narzo 60,2,Poor,48,Yes,Yes,50,18000,0.19,11809,5668,4126,8934,7085,42,Resell,-7517,5659,4003,-0.16
Mobile,Realme,Narzo 60,2,Poor,47,Yes,Yes,74,18000,0.3,8819,4144,3045,5869,5180,91,Resell,-4833,4291,2879,3.55
Mobile,Realme,Narzo 60,3,Poor,46,Yes,Yes,45,18000,0.23,8217,3779,2714,8990,4723,47,Resell,-8046,3666,2362,-2.99
Mobile,Realme,Narzo 60,3,Poor,46,Yes,Yes,96,18000,0.21,8874,4082,3101,3681,5102,81,Resell,-2661,3847,3045,-5.76
Mobile,Realme,Narzo 60,2,Poor,45,Yes,Yes,40,18000,0.15,13004,5851,4425,7655,7313,49,Resell,-6193,6088,4029,4.05
Mobile,Realme,Narzo 60,1,Poor,45,Yes,Yes,68,18000,0.19,14580,6561,5877,6357,8201,63,Resell,-4717,5955,5499,-9.24
Mobile,Realme,Narzo 60,5,Poor,45,Yes,Yes,59,18000,0.14,8467,3810,2896,5636,4762,69,Resell,-4684,3542,2902,-7.03
Mobile,Realme,Narzo 60,5,Poor,42,Yes,Yes,87,18000,0.17,7090,2977,2664,3973,3721,51,Resell,-3229,2818,2548,-5.34
Mobile,Realme,Narzo 60,4,Poor,42,Yes,Yes,82,18000,0.28,4837,2031,1730,6463,2538,40,Resell,-5956,1944,1601,-4.28
Mobile,Realme,Narzo 60,5,Poor,39,Yes,Yes,52,18000,0.18,6673,2602,2255,6181,3252,62,Resell,-5531,2589,2126,-0.5
Mobile,Realme,Narzo 60,6,Poor,38,Yes,Yes,60,18000,0.18,5472,2079,1774,5380,2598,47,Resell,-4861,2035,1745,-2.12
Mobile,Realme,Narzo 60,2,Poor,36,Yes,Yes,41,18000,0.25,10125,3645,2657,7856,4556,47,Resell,-6945,3378,2545,-7.33
Mobile,Realme,Narzo 60,6,Poor,36,Yes,Yes,89,18000,0.23,3751,1350,999,6184,1687,53,Resell,-5847,1219,937,-9.7
Mobile,Realme,Narzo 60,1,Poor,34,Yes,Yes,45,18000,0.29,12780,4345,3230,5677,5431,72,Resell,-4591,4442,3104,2.23
Mobile,Realme,Narzo 60,5,Poor,33,Yes,Yes,47,18000,0.2,5898,1946,1417,4418,2432,76,Resell,-3932,1869,1278,-3.96
Mobile,Realme,Narzo 60,2,Poor,33,Yes,Yes,48,18000,0.13,13624,4495,3253,7370,5618,51,Resell,-6247,4293,2877,-4.49
Mobile,Realme,Narzo 60,6,Poor,32,Yes,Yes,47,18000,0.16,6323,2023,1507,8664,2528,52,Resell,-8159,2098,1317,3.71
Mobile,Realme,Narzo 60,3,Poor,32,Yes,Yes,95,18000,0.14,11449,3663,3055,8983,4578,59,Resell,-8068,3712,2799,1.34
Mobile,Realme,Narzo 60,2,Poor,32,Yes,Yes,70,18000,0.18,12103,3872,2974,6052,4840,59,Resell,-5084,4009,2986,3.54
Mobile,Realme,Narzo 60,3,Poor,30,Yes,Yes,63,18000,0.24,7901,2370,1839,7042,2962,87,Resell,-6450,2531,1880,6.79
Mobile,Realme,Narzo 60,4,Poor,30,Yes,Yes,41,18000,0.28,4837,1451,1239,9032,1813,86,Resell,-8670,1527,1257,5.24
Mobile,Realme,Narzo 60,4,Poor,30,Yes,Yes,86,18000,0.23,6327,1898,1544,6252,2372,70,Resell,-5778,2041,1507,7.53
Mobile,Samsung,Galaxy A52,2,Good,94,No,No,83,35000,0.12,27104,25477,19559,0,31846,85,Repair,6369,27127,17685,6.48
Mobile,Samsung,Galaxy A52,1,Good,93,No,No,75,35000,0.16,29400,27342,22476,0,34177,85,Repair,6835,27317,23502,-0.09
Mobile,Samsung,Galaxy A52,4,Good,91,No,No,81,35000,0.27,9939,9044,7069,0,11305,46,Resell,2261,9360,7265,3.49
Mobile,Samsung,Galaxy A52,3,Good,91,No,No,86,35000,0.22,16609,15114,11055,0,18892,55,Repair,3778,16324,9698,8.01
Mobile,Samsung,Galaxy A52,2,Good,90,No,No,68,35000,0.15,25287,22758,18922,0,28447,72,Repair,5689,21396,19263,-5.98
Mobile,Samsung,Galaxy A52,6,Good,90,No,No,58,35000,0.23,7294,6564,5869,0,8205,43,Resell,1641,7104,5748,8.23
Mobile,Samsung,Galaxy A52,4,Good,89,No,No,58,35000,0.29,8894,7915,6963,0,9893,64,Resell,1978,7593,6206,-4.07
Mobile,Samsung,Galaxy A52,1,Good,88,No,No,49,35000,0.12,30800,27104,20910,0,33880,53,Repair,6776,27884,20458,2.88
Mobile,Samsung,Galaxy A52,5,Good,88,No,No,93,35000,0.11,19544,17198,14952,0,21497,58,Repair,4299,18073,14668,5.09
Mobile,Samsung,Galaxy A52,6,Good,87,No,No,52,35000,0.2,9175,7982,6247,0,9977,88,Resell,1995,8780,5343,10.0
Mobile,Samsung,Galaxy A52,4,Good,86,No,No,62,35000,0.23,12303,10580,8277,0,13225,62,Resell,2645,9963,8534,-5.83
Mobile,Samsung,Galaxy A52,5,Good,86,No,No,42,35000,0.25,8305,7142,5676,0,8927,76,Resell,1785,6922,5858,-3.08
Mobile,Samsung,Galaxy A52,1,Good,84,No,No,47,35000,0.18,28700,24108,21100,0,30135,44,Repair,6027,25993,20389,7.82
Mobile,Samsung,Galaxy A52,3,Good,84,No,No,42,35000,0.27,13615,11436,9313,0,14295,52,Resell,2859,12008,8221,5.0
Mobile,Samsung,Galaxy A52,1,Good,83,No,No,57,35000,0.13,30450,25273,21296,0,31591,40,Repair,6318,26551,21479,5.06
Mobile,Samsung,Galaxy A52,5,Good,83,No,No,50,35000,0.22,10105,8387,7541,0,10483,85,Resell,2096,7665,6934,-8.61
Mobile,Samsung,Galaxy A52,5,Good,82,No,No,79,35000,0.16,14637,12002,9303,0,15002,80,Resell,3000,12966,8233,8.03
Mobile,Samsung,Galaxy A52,3,Good,80,No,No,93,35000,0.21,17256,13804,10919,0,17255,62,Repair,3451,12806,11431,-7.23
Mobile,Samsung,Galaxy A52,2,Good,79,No,No,87,35000,0.25,19687,15552,13994,0,19440,90,Repair,3888,16766,13647,7.81
Mobile,Samsung,Galaxy A52,4,Good,79,No,No,52,35000,0.16,17425,13765,11925,0,17206,77,Repair,3441,14873,11893,8.05
Mobile,Samsung,Galaxy A52,5,Good,78,No,No,43,35000,0.11,19544,15244,12659,0,19055,75,Repair,3811,14752,10868,-3.23
Mobile,Samsung,Galaxy A52,2,Good,77,No,No,49,35000,0.14,25885,19931,15815,0,24913,58,Repair,4982,21225,14291,6.49
Mobile,Samsung,Galaxy A52,5,Good,76,No,No,73,35000,0.19,12203,9274,6866,0,11592,85,Resell,2318,8960,6642,-3.39
Mobile,Samsung,Galaxy A52,1,Good,76,No,No,40,35000,0.25,26250,19950,15959,0,24937,42,Repair,4987,18053,14684,-9.51
Mobile,Samsung,Galaxy A52,4,Average,74,No,No,86,35000,0.2,14336,10608,9442,0,13260,79,Resell,2652,9805,8498,-7.57
Mobile,Samsung,Galaxy A52,5,Average,74,No,No,58,35000,0.15,15529,11491,9927,0,14363,63,Resell,2872,11829,9794,2.94
Mobile,Samsung,Galaxy A52,4,Average,73,No,No,59,35000,0.2,14336,10465,7540,0,13081,75,Resell,2616,11038,7794,5.48
Mobile,Samsung,Galaxy A52,4,Average,72,No,No,66,35000,0.14,19145,13784,10129,0,17230,69,Repair,3446,14584,9817,5.8
Mobile,Samsung,Galaxy A52,2,Average,71,No,No,64,35000,0.17,24111,17118,12604,0,21397,60,Repair,4279,16612,10790,-2.96
Mobile,Samsung,Galaxy A52,5,Average,71,No,No,90,35000,0.15,15529,11025,8266,0,13781,88,Resell,2756,12116,8112,9.9
Mobile,Samsung,Galaxy A52,3,Average,69,No,No,97,35000,0.14,22261,15360,12002,0,19200,40,Repair,3840,16486,11776,7.33
Mobile,Samsung,Galaxy A52,4,Average,69,No,No,48,35000,0.23,12303,8489,6067,0,10611,74,Resell,2122,8301,5261,-2.21
Mobile,Samsung,Galaxy A52,4,Average,68,No,No,69,35000,0.26,10495,7136,5258,0,8920,81,Resell,1784,6915,5221,-3.1
Mobile,Samsung,Galaxy A52,2,Average,66,No,No,98,35000,0.1,28350,18711,14225,0,23388,83,Repair,4677,19396,13697,3.66
Mobile,Samsung,Galaxy A52,1,Average,65,No,No,47,35000,0.23,26950,17517,12427,0,21896,43,Repair,4379,17191,11589,-1.86
Mobile,Samsung,Galaxy A52,3,Average,63,No,Yes,46,35000,0.24,15364,9679,7986,2468,12098,61,Resell,-49,9219,6959,-4.75
Mobile,Samsung,Galaxy A52,2,Average,61,No,Yes,61,35000,0.11,27723,16911,14491,2156,21138,82,Resell,2071,17833,15158,5.45
Mobile,Samsung,Galaxy A52,4,Average,61,No,Yes,48,35000,0.15,18270,11144,9273,1126,13930,61,Resell,1660,10448,8957,-6.25
Mobile,Samsung,Galaxy A52,1,Average,60,No,Yes,40,35000,0.27,25550,15330,11608,2208,19162,70,Resell,1624,15667,10237,2.2
Mobile,Samsung,Galaxy A52,4,Average,59,Yes,Yes,84,35000,0.14,19145,11295,9435,7261,14118,90,Resell,-4438,10306,9435,-8.76
Mobile,Samsung,Galaxy A52,6,Average,57,Yes,Yes,41,35000,0.22,7881,4492,3170,8360,5615,61,Resell,-7237,4666,2776,3.87
Mobile,Samsung,Galaxy A52,4,Poor,55,Yes,Yes,74,35000,0.13,20051,11028,8870,6268,13785,55,Resell,-3511,11158,7626,1.18
Mobile,Samsung,Galaxy A52,1,Poor,55,Yes,Yes,86,35000,0.21,27650,15207,12158,8251,19008,77,Resell,-4450,16080,12082,5.74
Mobile,Samsung,Galaxy A52,3,Poor,55,Yes,Yes,97,35000,0.26,14182,7800,5970,9758,9750,88,Resell,-7808,8565,5293,9.81
